기준연도,대표문의,사이트,서비스URL,서비스명,서비스아이디,서비스요약,소관부처명,소관조직명,최종수정일
2025,교육부 특수교육정책과044-203-6569,교육부 특수교육정책과http://www.moe.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001173&wlfareInfoReldBztpCd=01,국립특수학교 및 국립부설학교 특수학급 지원,WLF00001173,"국립특수학교(급)의 특수교육 지원인력 배치, 돌봄교실 운영 및 특수교육대상자의 방과후학교 경비를 지원하여 장애학생의 학습권을 보장합니다.",교육부,특수교육정책과,2025-03-28
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001175&wlfareInfoReldBztpCd=01,자립준비청년 자립수당 지급,WLF00001175,자립준비청년(보호종료아동)에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 복지향상을 통해 안정적 사회정착 및 성공적 자립을 지원합니다.,보건복지부,청년정책팀,2025-03-25
2025,국민건강보험1577-1000 보건복지상담센터129,국가건강정보포털http://health.mw.go.kr/ 국가암정보센터http://www.cancer.go.kr 국가암조기검진사업정보시스템http://ncs.ncc.re.kr 국민건강보험www.nhis.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001176&wlfareInfoReldBztpCd=01,암검진사업,WLF00001176,"국가 암검진 사업을 통해 암을 조기 발견, 치료를 유도함으로써 암의 치료율을 높이고 암으로 인한 사망을 줄입니다.",보건복지부,질병정책과,2025-03-12
2025,국민건강보험공단 상담센터1577-1000,국민건강보험공단http://www.nhis.or.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001177&wlfareInfoReldBztpCd=01,장기요양 본인부담금 감경,WLF00001177,노인장기요양보험 장기요양급여 이용자 중 건강보험료순위 50%이하자 및 기타의료급여 수급권자 등에게 본인부담금을 감경하여 서비스 이용부담을 완화합니다.,보건복지부,요양보험제도과,2025-03-10
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr 중앙장애아동발달장애인지원센터www.broso.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001178&wlfareInfoReldBztpCd=01,청소년 발달장애인 방과후활동서비스,WLF00001178,만 6세 이상~만 18세 미만의 청소년 발달장애인이 방과후에도 돌봄을 지원받을 수 있도록 방과후활동 이용권을 지급합니다.,보건복지부,장애인서비스과,2025-04-15
2025,노인의료나눔재단02-585-6595,노인의료나눔재단www.ok6595.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001179&wlfareInfoReldBztpCd=01,노인 무릎인공관절 수술 지원 사업,WLF00001179,무릎관절수술 지원을 통해 노인 건강을 보장하고 의료비 부담을 경감합니다.,보건복지부,노인건강과,2025-05-07
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr 아동권리보장원http://www.ncrc.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001180&wlfareInfoReldBztpCd=01,학대피해아동 쉼터 설치 및 운영,WLF00001180,"학대피해아동에게 보호와 치료, 양육서비스 등을 제공함으로써 심신의 회복과 원가정 복귀를 지원합니다.",보건복지부,아동학대대응과,2025-04-10
2025,독거노인종합지원센터1661-2129,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001181&wlfareInfoReldBztpCd=01,중앙노인돌봄지원기관 운영지원,WLF00001181,중앙노인돌봄지원기관 수탁운영 법인을 지원하여 노인맞춤돌봄서비스 등의 원활한 추진을 도모합니다.,보건복지부,노인정책과,2025-03-06
2025,농림축산식품부044-201-2341 학교우유급식지원 상담센터044-330-1114,농림축산식품부http://www.mafra.go.kr 학교우유급식 정보시스템http://www.schoolmilk.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001182&wlfareInfoReldBztpCd=01,학교우유급식,WLF00001182,"학교우유급식을 통해 성장기 학생들에게 필수 영양소를 공급하여 신체 발달과 건강 증진을 돕고, 낙농산업의 안정적 발전을 도모합니다.",농림축산식품부,축산경영과,2025-04-22
2025,교육부 민원 전화 상담실02-6222-6060,교육부http://www.moe.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001183&wlfareInfoReldBztpCd=01,다문화보육료지원,WLF00001183,"어린이집을 이용하는 다문화 가정의 영유아 자녀에게 보육료를 지원하여 부모의 양육에 대한 부담을 덜고, 부모가 원활한 경제활동을 할 수 있도록 돕습니다.",교육부,영유아재정과,2025-05-22
2025,"국가암센터 암환자의료비사업 담당자031-920-2029, 2045 보건복지부 질병정책과044-202-2513 보건복지상담센터129",공공보건포털 e보건소http://www.e-health.go.kr 국가암정보센터http://www.cancer.go.kr 대한민국정보포털http://www.cms.korea.go.kr 보건복지부 질병정책과http://www.mw.go.kr 보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001184&wlfareInfoReldBztpCd=01,암환자의료비지원,WLF00001184,저소득층 암환자 및 소아·아동 암환자에 대한 의료비를 지원하여 경제적 부담을 완화하고 치료접근성을 높입니다.,보건복지부,질병정책과,2025-03-12
2025,국민건강보험공단1577-1000 보건복지상담센터129,국민건강보험공단http://www.nhis.or.kr/ 보건복지부http://www.mohw.go.kr 보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001185&wlfareInfoReldBztpCd=01,의료급여수급권자 영유아건강검진비 지원,WLF00001185,의료급여수급권자 영유아 대상 연령별 건강검진을 통해 영유아의 성장·발달 사항을 추적 관리하고 건강증진을 도모합니다.,보건복지부,건강증진과,2025-04-14
2025,전국 가족센터(건강가정지원센터)1577-9337,전국 가족센터(건강가정지원센터)www.familynet.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001186&wlfareInfoReldBztpCd=01,가족센터(건강가정지원센터)운영,WLF00001186,지역주민의 특성을 고려한 맞춤형 가족지원서비스를 제공하여 가족의 안정성 강화 및 가족관계 증진을 돕습니다.,여성가족부,가족정책과,2025-05-07
2025,한국장애인고용공단1588-1519,한국장애인고용공단http://www.kead.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001187&wlfareInfoReldBztpCd=01,최저임금적용제외 근로장애인 전환지원,WLF00001187,장애인직업재활시설 최저임금적용제외 장애인에게 직업재활과 훈련기회를 제공하여 최저임금 이상 양질의 일자리로 전환을 지원합니다.,고용노동부,장애인고용과,2025-05-07
2025,보건복지상담센터129 사회서비스전자바우처1566-3232,보건복지상담센터http://www.129.go.kr 사회서비스전자바우처https://www.socialservice.or.kr:444/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001188&wlfareInfoReldBztpCd=01,산모·신생아 건강관리 지원사업,WLF00001188,출산가정에 건강관리사를 파견하여 산후관리를 지원함으로써 산모와 신생아의 건강을 증진하고 출산가정의 경제적 부담 경감을 지원합니다.,보건복지부,출산정책과,2025-03-28
2025,"북한이탈주민 종합상담 콜센터1577-6635 통일부 북한이탈주민정착지원사무소 교육기획과031-670-9300(내선1,2번)",남북하나재단http://www.koreahana.or.kr 북한이탈주민 포털https://hanaportal.unikorea.go.kr 통일부www.unikorea.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003168&wlfareInfoReldBztpCd=01,(북한이탈주민)취업 지원,WLF00003168,북한이탈주민의 장기근속을 유도하기 위하여 취업장려금과 새출발장려금을 지급합니다.,통일부,교육기획과,2025-04-15
2025,24시간 자살예방상담전화109 대한정신건강의학과의사회02-3446-3153 보건복지상담센터129 시도 및 시군구 정신건강복지센터 담당부서  한국자살예방협회02-413-0892~3 한국정신건강전문요원협회02-712-0386,대한정신건강의학과의사회http://www.onmaum.com/ 보건복지상담센터http://www.129.go.kr 시도 및 시군구 정신건강복지센터 담당부서 각 지자체 사이트 자살예방협회 사이버상담실http://www.counselling.or.kr/ 한국자살예방협회http://www.suicideprevention.or.kr/ 한국정신건강전문요원협회http://www.kamhp.or.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003169&wlfareInfoReldBztpCd=01,정신건강복지센터 운영,WLF00003169,"일반인은 물론 아동&middot;청소년에게 발생할 수 있는 정신건강문제의 예방, 조기발견 및 상담, 치료, 재활을 통해 사회복귀를 도모합니다.",보건복지부,정신건강관리과,2025-05-26
2025,장애인기업종합지원센터 문의전화02-2181-6500,장애인기업종합지원센터 문의전화www.debc.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003170&wlfareInfoReldBztpCd=01,장애인 창업점포 지원사업,WLF00003170,창업의지가 있는 장애인 예비창업자 및 재창업자(업종전환희망자)에게 창업공간을 지원하여 경제적 자립을 돕습니다.,중소벤처기업부,소상공인정책과,2025-03-25
2025,보건복지부 콜센터129,보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003171&wlfareInfoReldBztpCd=01,의료급여본인부담면제,WLF00003171,의료급여 수급권자에 대한 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부,기초의료보장과,2025-03-25
2025,"북한이탈주민 종합상담 콜센터1577-6635 북한이탈주민정착지원사무소(장려금)031-670-9325 북한이탈주민정착지원사무소(정착금 기본금, 정착금 연령·장애가산금, 주거지원금)031-670-9323 북한이탈주민지원재단(정착금 장애·장기치료·제3국출생아동양육가산금)02-3215-5792",남북하나재단https://www.koreahana.or.kr 북한이탈주민 포털https://hanaportal.unikorea.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003172&wlfareInfoReldBztpCd=01,(북한이탈주민)정착금 지원,WLF00003172,북한에서 이주한 주민의 경제적 자립과 자활의지를 높이기 위해  정착금과 주거지원금 등을 지원합니다.,통일부,교육기획과,2025-04-15
2025,장애인스포츠강좌이용권 상담 문의(국민체육진흥공단)1551-0078,장애인스포츠강좌이용권 홈페이지(국민체육진흥공단)http://dvoucher.kspo.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003173&wlfareInfoReldBztpCd=01,장애인스포츠강좌이용권 지원,WLF00003173,"장애인 대상 스포츠 참여 기회를 제공하여 삶의 질 향상, 사회적 소외감을 해소하여 사회통합에 기여합니다.",문화체육관광부,장애인체육과,2025-05-27
2025,장애인기업종합지원센터 문의전화02-2181-6500,장애인기업종합지원센터 문의전화www.debc.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003174&wlfareInfoReldBztpCd=01,장애인창업육성,WLF00003174,"장애인의 성공적인 창업을 위해 창업교육, 사업화 지원, 특화사업장 등을 지원합니다.",중소벤처기업부,소상공인정책과,2025-05-07
2025,다누리콜센터1577-1366,다문화가족지원포털 다누리http://www.liveinkorea.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003175&wlfareInfoReldBztpCd=01,결혼이민자 통번역 서비스,WLF00003175,입국초기의 결혼이민자와 다문화가족이 생활 속에서 의사소통에 불편함이 없도록 통역과 번역 서비스를 지원하며 통·번역 인력채용 등으로 자립을 돕습니다.,여성가족부,다문화가족과,2025-05-22
2025,농식품바우처 콜센터1551-0857,농식품바우처 콜센터www.foodvoucher.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003176&wlfareInfoReldBztpCd=01,농식품바우처,WLF00003176,"취약계층의 식품 접근성 강화 및 지속가능한 농식품 소비 체계 구축을 위해 국내산 농산물(과일류, 채소류, 흰우유, 신설알류, 육류, 작곡류, 두부류)를 구매할 수 있는 바우처를 지원합니다.",농림축산식품부,식생활소비정책과,2025-03-20
2025,한국장학재단 상담센터1599-2290,한국장학재단 상담센터http://www.kosaf.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003177&wlfareInfoReldBztpCd=01,복권기금 꿈사다리 장학사업,WLF00003177,"복권기금을 재원으로 저소득층 우수 중·고생을 발굴, 대학까지 지원하여 교육의 희망사다리 기능을 강화합니다.",교육부,학생맞춤통합지원과,2025-03-06
2025,보건복지부상담센터129,보건복지부상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003178&wlfareInfoReldBztpCd=01,긴급복지 해산비지원,WLF00003178,"생계곤란 등의 위기상황에 처하여 도움이 필요한 긴급복지 주지원(생계,주거,의료,시설이용) 중인 대상자(가구구구성원 포함) 중 조산(助産) 및 분만 후의 필요한 조치와 보호를 위해 해산비를 지원합니다.",보건복지부,기초생활보장과,2025-05-26
2025,보건복지부상담센터129,보건복지부상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003179&wlfareInfoReldBztpCd=01,긴급복지 의료지원,WLF00003179,수술 또는 입원이 필요한 중한 질병 또는 부상으로 당해 의료비를 감당하기 곤란한 사람에게 의료비 및 약제비를 지원함으로써 위기상황에서 벗어날 수 있도록 합니다.,보건복지부,기초생활보장과,2025-05-26
2025,보건복지부상담센터129,보건복지부상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003180&wlfareInfoReldBztpCd=01,긴급복지 생계지원,WLF00003180,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원함으로써 위기상황에서 벗어나도록 합니다.,보건복지부,기초생활보장과,2025-05-26
2025,보건복지부 상담센터129,보건복지부 상담센터http://www.129.go.kr 보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003181&wlfareInfoReldBztpCd=01,장애인의료비지원,WLF00003181,생활이 어려운 저소득 장애인에게 의료비를 지원하여 생활안정 및 의료 보장을 도모합니다.,보건복지부,장애인건강과,2025-03-06
2025,"강원 산림소득과033-249-3130 경기 산림과031-8030-3562 경남 산림녹지과055-211-4285 경북 공원녹지과053-950-2872 광주 공원녹지과062-613-4242~3 국립수목원 연구기획팀031-540-2035 남부지방청 산림경영과054-850-7751 대구 공원녹지과053-803-4401~2 대전 푸른도시과042-600-3697 동부지방청 산림경영과033-640-8621 부산 산림정책과051-888-4251, 4252 북부지방청 산림경영과033-738-6281 산림과학원 연구기획과02-961-2573 산림교육원 산불훈련기획과031-570-7413 산림청1588-3249 산림품종관리센터 종묘관리과043-850-3345 서부지방청 산림경영과063-620-4641 서울 자연생태과02-2115-7560, 7563 세종시 산림축산과044-300-4411 울산 녹지공원과052-229-3352, 3355 인천 공원녹지(조경)과032-440-3684 일자리사업통합정보시스템(일모아) 전남 산림산업과061-286-6631 전북 산림녹지과063-280-2681 제주 녹지환경과064-710-6763 중부지방청 산림경영과041-850-4052 충남 산림녹지과041-635-4509 충북 산림녹지과043-220-3984, 3985 휴양림관리소 휴양경영과042-580-5538",산림청http://www.forest.go.kr/ 일자리사업통합정보시스템(일모아)http://www.ilmoa.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003182&wlfareInfoReldBztpCd=01,산림복지일자리(산림서비스도우미),WLF00003182,"숲길등산지도사, 숲생태관리원 등 산림서비스 도우미를 고용하여 일자리를 창출하고, 국민에게 산림서비스를 제공합니다.",산림청,도시숲경관과,2025-03-27
2025,고용노동부 종합상담센터1544-1350 한국장애인고용공단1588-1519,한국장애인고용공단http://www.kead.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003183&wlfareInfoReldBztpCd=01,장애인 표준사업장 설립지원,WLF00003183,"장애인표준사업장을 설립, 운영하고자 하는 사업주에게 지원금을 지급하여 중증장애인의 안정된 일자리를 창출하고 고용을 유지하도록 합니다.",고용노동부,장애인고용과,2025-04-15
2025,교육부02-6222-6060,교육부http://www.moe.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003184&wlfareInfoReldBztpCd=01,늘봄학교,WLF00003184,정규수업 외에 학교와 지역사회의 다양한 교육자원을 연계하여 늘봄과정을 체계적으로 편성.운영 하여 학생의 성장.발달 지언 및 수요자 맞춤형 늘봄 과정을 제공합니다.,교육부,늘봄학교정책과,2025-04-10
2025,국립대구청소년디딤센터053-665-6900 국립중앙청소년디딤센터031-333-1900,국립대구청소년디딤센터www.youthfly.or.kr 국립중앙청소년디딤센터www.nyhc.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003185&wlfareInfoReldBztpCd=01,청소년치료재활센터 운영,WLF00003185,"정서, 행동에 어려움을 겪는 만 9~18세 청소년을 대상으로 종합적, 전문적 치유재활 서비스를 제공하는 거주형 기관을 운영합니다.",여성가족부,청소년보호환경과,2025-05-08
2025,양육비이행관리원1644-6621,양육비이행관리원www.childsupport.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003186&wlfareInfoReldBztpCd=01,양육비 이행 원스톱 종합서비스,WLF00003186,"양육비를 받지 못해 어려움을 겪고 있는 미혼, 이혼 한부모가 양육비를 원활하게 지급받을 수 있도록 지원합니다.",여성가족부,가족지원과,2025-03-07
2025,교육부 이주배경학생지원팀044-203-6195 한국장학재단 고객센터1599-2000,한국장학재단 고객센터www.kosaf.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003188&wlfareInfoReldBztpCd=01,다문화·탈북학생 멘토링,WLF00003188,다문화 가정의 학생과 북한에서 남한으로 이주한 학생이 학교 생활에 잘 적응하여 기초학력이 향상되도록 대학생이 돕습니다.,교육부,이주배경학생지원팀,2025-03-28
2025,보건복지부 콜센터129 한국장애인개발원02-3433-0660,보건복지부 콜센터http://www.129.go.kr 한국장애인개발원http://www.koddi.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003189&wlfareInfoReldBztpCd=01,중증장애인직업재활지원,WLF00003189,사각지대 없는 촘촘한 직업재활서비스 제공을 통해 중증장애인의 자립기반을 마련하고 사회참여 증진을 도모합니다.,보건복지부,장애인자립기반과,2025-03-21
2025,보건복지부 콜센터129,보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003190&wlfareInfoReldBztpCd=01,의료급여(의료급여대지급금지원),WLF00003190,의료급여 수급권자에 대한 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부,기초의료보장과,2025-03-10
2025,보건복지상담센터129,보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003191&wlfareInfoReldBztpCd=01,노인맞춤돌봄서비스,WLF00003191,"일상생활 영위가 어려운 취약노인에게 적절한 돌봄서비스를 제공하여 안정적인 노후생활 보장, 노인의 기능·건강 유지 및 악화 예방을 지원합니다.",보건복지부,노인정책과,2025-03-25
2025,다누리콜센터1577-1366 한국건강가정진흥원02-3479-7600,다문화가족지원포털 다누리http://www.liveinkorea.kr/ 한국건강가정진흥원www.kihf.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003192&wlfareInfoReldBztpCd=01,다문화가족 방문교육 서비스,WLF00003192,"집합교육 참여가 어려운 다문화 가정에 방문하여 한국어 교육, 부모 교육, 자녀생활 교육을 제공하고 다문화 가족의 정착과 자녀양육을 돕습니다.",여성가족부,다문화가족과,2025-05-22
2025,보훈상담센터1577-0606 제대군인지원센터1666-9279,국가보훈부http://www.mpva.go.kr/ 제대군인지원센터http://www.vnet.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003193&wlfareInfoReldBztpCd=01,제대군인 대부지원,WLF00003193,"금융기관에 대부업무를 위탁하고 저신용자 등은 보훈(지)청에서 직접 대부를 지원하여, 장기복무 제대군인의 생활안정 도모합니다.",국가보훈부,제대군인일자리과,2025-03-06
2025,국민건강보험공단 장기요양보험1577-1000,국민건강보험공단 장기요양보험www.longtermcare.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003194&wlfareInfoReldBztpCd=01,시설급여,WLF00003194,독립적인 일상 생활이 어려운 노인이나 노인질병이 있는 중등 수급자에게 장기요양기관 등 시설 입소를 통해 신체 활동 및 교육 훈련을 지원합니다.,보건복지부,요양보험제도과,2025-03-10
2025,보건복지상담센터129 사회서비스전자바우처1566-3232,보건복지부http://www.mohw.go.kr 보건복지상담센터http://www.129.go.kr 사회서비스전자바우처https://www.socialservice.or.kr:444/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003195&wlfareInfoReldBztpCd=01,발달재활서비스,WLF00003195,"성장기 정신적, 감각적 장애아동의 인지, 의사소통, 적응행동, 감각, 운동 등의 기능향상과 행동발달을 위한 재활서비스를 지원하고, 관련 정보를 제공합니다.",보건복지부,장애인건강과,2025-05-07
2025,경기도 해양수산과031-8008-4513 경상남도 해양항만과055-211-3933 경상북도 독도해양정책과054-880-7758 인천광역시 섬해양정책과032-440-4895 전라남도 해운항만과061-286-6832 전북특별자치도 해양항만과063-280-3377 충청남도 해운항만과041-635-4826 해양수산부콜센터110,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003196&wlfareInfoReldBztpCd=01,도서민 여객선 운임지원,WLF00003196,교통 여건이 열악한 도서 지역 주민의 교통비 부담을 덜어 주고자 내항 여객선 운임을 지원하여 정주여건 개선을 도모합니다.,해양수산부,연안해운과,2025-03-06
2025,한국장학재단 고객센터1599-2000,한국장학재단www.kosaf.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003197&wlfareInfoReldBztpCd=01,"국가장학금(Ⅰ, Ⅱ유형)",WLF00003197,누구나 경제적 여건에 관계없이 의지와 능력에 따라 대학교육의 기회를 가질 수 있도록 소득연계를 통한 대학 등록금을 차등 지원합니다.,교육부,청년장학지원과,2025-04-15
2025,보건복지상담센터129 전국 읍·면·동 주민센터전국 읍·면·동 주민센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003198&wlfareInfoReldBztpCd=01,장애아동수당,WLF00003198,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,보건복지부,장애인자립기반과,2025-05-07
2025,한국예술인복지재단02-3668-0200,한국예술인복지재단http://www.kawf.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003199&wlfareInfoReldBztpCd=01,예술활동준비금 지원,WLF00003199,예술인에게 창작준비에 필요한 지원금을 지급하여 안정적인 창작환경을 마련할 수 있도록 돕고 예술활동을 장려합니다.,문화체육관광부,예술인지원팀,2025-04-10
2025,여성가족부 청소년자립지원과02-2100-6276 여성가족부 청소년자립지원과02-2100-6280 청소년1388(청소년상담전화)1388(지역번호+1388),청소년1388www.1388.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003200&wlfareInfoReldBztpCd=01,청소년동반자프로그램 운영,WLF00003200,"위기 청소년을 대상으로 전문가가 찾아가서 심층상담을 하고, 청소년 동반자 프로그램을 통해 심리적·정서적 지지를 얻을 수 있도록 지원합니다.",여성가족부,청소년자립지원과,2025-05-07
2025,마이홈1600-0777,마이홈www.myhome.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003201&wlfareInfoReldBztpCd=01,주거급여(맞춤형 급여),WLF00003201,생활이 어려운 사람에게 주거급여를 실시하여 취약계층의 주거비 부담을 완화하고 양질의 주거 수준 향상을 도모합니다.,국토교통부,주거복지지원과,2025-05-23
2025,보건복지부 콜센터129,보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003202&wlfareInfoReldBztpCd=01,의료급여(본인부담 상한금),WLF00003202,의료급여 수급권자에게 의료비를 지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부,기초의료보장과,2025-03-12
2025,보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003203&wlfareInfoReldBztpCd=01,사망일시금,WLF00003203,"독립(국가)유공자, 보훈보상대상자 및 그 유족이 사망한 경우 생활 안정과 복지 향상을 위하여 사망일시금을 지원합니다.",국가보훈부,보상정책과,2025-03-28
2025,청소년1388(청소년상담전화)1388(지역번호+1388) 한국청소년상담복지개발원051-662-3230,1388청소년사이버상담센터www.1388.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003204&wlfareInfoReldBztpCd=01,청소년상담1388 온라인상담,WLF00003204,"청소년이 언제 어디서나 편리하게 이용할 수 있는 사이버 상담 제공으로 폭력, 중독, 자살, 우울 등 청소년 문제 해결을 지원합니다.",여성가족부,청소년자립지원과,2025-05-07
2025,K-스타트업1357(내선번호 3번),K-스타트업http://www.K-startup.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003205&wlfareInfoReldBztpCd=01,중장년 기술창업센터 지원사업,WLF00003205,"경력, 네트워크, 전문성을 보유한 중장년 (예비)창업자의 기술창업 활성화를 위해 창업교육과 창업거점 등을 지원합니다.",중소벤처기업부,창업생태계과,2025-03-10
